name,radius,distance,atmosphere,P. Habitable Class,P. Disc. Method,P. Disc. Year,
Kepler-1556 b,1.96,1060,metals-rich,non-habitable,Transit,2016,
Kepler-1557 b,1.52,1532,metals-rich,non-habitable,Transit,2016,
Kepler-1558 b,0.68,343,no-atmosphere,non-habitable,Transit,2016,
Kepler-1559 b,0.72,580,no-atmosphere,non-habitable,Transit,2016,
Kepler-1560 b,0.88,529,no-atmosphere,non-habitable,Transit,2016,
Kepler-1561 b,1.09,993,no-atmosphere,non-habitable,Transit,2016,
Kepler-1562 b,3.55,1315,metals-rich,non-habitable,Transit,2016,
Kepler-1563 b,0.75,547,no-atmosphere,non-habitable,Transit,2016,
Kepler-1564 b,1.47,872,metals-rich,non-habitable,Transit,2016,
Kepler-1565 b,1.19,657,no-atmosphere,non-habitable,Transit,2016,
Kepler-1566 b,0.78,511,no-atmosphere,non-habitable,Transit,2016,
Kepler-1567 b,2.73,1226,metals-rich,non-habitable,Transit,2016,
Kepler-1568 b,1.3,883,metals-rich,non-habitable,Transit,2016,
Kepler-1569 b,1.68,1050,metals-rich,non-habitable,Transit,2016,
Kepler-1570 b,1.06,463,metals-rich,non-habitable,Transit,2016,
Kepler-1571 b,1.52,802,metals-rich,non-habitable,Transit,2016,
Kepler-1572 b,0.94,600,no-atmosphere,non-habitable,Transit,2016,
Kepler-1573 b,1.2,1180,no-atmosphere,non-habitable,Transit,2016,
Kepler-1574 b,1.29,1275,metals-rich,non-habitable,Transit,2016,
Kepler-1575 b,1.31,1170,no-atmosphere,non-habitable,Transit,2016,
Kepler-1576 b,1.04,539,no-atmosphere,non-habitable,Transit,2016,
Kepler-1577 b,1.13,543,metals-rich,non-habitable,Transit,2016,
Kepler-1578 b,1.04,1016,no-atmosphere,non-habitable,Transit,2016,
Kepler-1579 b,0.84,466,no-atmosphere,non-habitable,Transit,2016,
Kepler-1580 b,2.11,872,metals-rich,non-habitable,Transit,2016,
Kepler-1581 b,0.8,443,no-atmosphere,non-habitable,Transit,2016,
Kepler-1582 b,1.49,112,metals-rich,non-habitable,Transit,2016,
Kepler-1583 b,0.6,357,no-atmosphere,non-habitable,Transit,2016,
Kepler-1584 b,1.61,1325,metals-rich,non-habitable,Transit,2016,
Kepler-1585 b,1.79,1269,metals-rich,non-habitable,Transit,2016,
Kepler-1586 b,1.52,864,metals-rich,non-habitable,Transit,2016,
Kepler-1587 b,1.33,907,metals-rich,non-habitable,Transit,2016,
Kepler-1588 b,0.76,658,no-atmosphere,non-habitable,Transit,2016,
Kepler-1589 b,1.09,1418,no-atmosphere,non-habitable,Transit,2016,
Kepler-1590 b,1.14,900,no-atmosphere,non-habitable,Transit,2016,
Kepler-1591 b,1.27,1090,metals-rich,non-habitable,Transit,2016,
Kepler-1592 b,1.53,1349,metals-rich,non-habitable,Transit,2016,
Kepler-1593 b,3.17,755,metals-rich,non-habitable,Transit,2016,
Kepler-1594 b,1.06,1100,no-atmosphere,non-habitable,Transit,2016,
Kepler-1595 b,1.23,841,metals-rich,non-habitable,Transit,2016,
Kepler-1596 b,1.9,1166,metals-rich,non-habitable,Transit,2016,
Kepler-1597 b,1.06,1255,no-atmosphere,non-habitable,Transit,2016,
Kepler-1598 b,0.95,734,no-atmosphere,non-habitable,Transit,2016,
Kepler-1599 b,1.62,1004,metals-rich,non-habitable,Transit,2016,
Kepler-1600 b,3.12,992,metals-rich,non-habitable,Transit,2016,
Kepler-1601 b,0.82,660,no-atmosphere,non-habitable,Transit,2016,
Kepler-1602 b,1.34,815,metals-rich,non-habitable,Transit,2016,
Kepler-1603 b,1.29,1751,no-atmosphere,non-habitable,Transit,2016,
Kepler-1604 b,1.41,562,no-atmosphere,non-habitable,Transit,2016,
Kepler-1605 b,1.08,224,metals-rich,non-habitable,Transit,2016,
Kepler-1606 b,2.07,880,hydrogen-rich,thermoplanet,Transit,2016,
Kepler-1607 b,0.92,735,no-atmosphere,non-habitable,Transit,2016,
Kepler-1608 b,1.72,832,metals-rich,non-habitable,Transit,2016,
Kepler-1609 b,2.22,1483,metals-rich,non-habitable,Transit,2016,
Kepler-1610 b,1.61,1063,metals-rich,non-habitable,Transit,2016,
Kepler-1611 b,0.81,686,no-atmosphere,non-habitable,Transit,2016,
Kepler-1612 b,1.03,837,no-atmosphere,non-habitable,Transit,2016,
Kepler-1613 b,2.08,855,metals-rich,non-habitable,Transit,2016,
Kepler-1614 b,1.49,982,metals-rich,non-habitable,Transit,2016,
Kepler-1615 b,2.06,940,metals-rich,non-habitable,Transit,2016,
Kepler-1616 b,1.02,862,no-atmosphere,non-habitable,Transit,2016,
Kepler-1617 b,1.2,813,metals-rich,non-habitable,Transit,2016,
Kepler-1618 b,1.25,1238,no-atmosphere,non-habitable,Transit,2016,
Kepler-1619 b,0.76,520,no-atmosphere,non-habitable,Transit,2016,
Kepler-1620 b,1.61,773,metals-rich,non-habitable,Transit,2016,
Kepler-1621 b,2.16,1461,metals-rich,non-habitable,Transit,2016,
Kepler-1622 b,1.47,927,metals-rich,non-habitable,Transit,2016,
Kepler-1623 b,1.31,986,metals-rich,non-habitable,Transit,2016,
Kepler-1624 b,5.7,199,metals-rich,non-habitable,Transit,2016,
Kepler-1625 b,6.06,1213,hydrogen-rich,non-habitable,Transit,2016,
Kepler-1626 b,2.02,1718,metals-rich,non-habitable,Transit,2016,
Kepler-1627 b,3.68,311,metals-rich,non-habitable,Transit,2016,
Kepler-1628 b,6.43,352,hydrogen-rich,non-habitable,Transit,2016,
Kepler-1629 b,0.77,390,no-atmosphere,non-habitable,Transit,2016,
Kepler-1630 b,2.18,278,hydrogen-rich,non-habitable,Transit,2016,
Kepler-1631 b,1.34,1190,metals-rich,non-habitable,Transit,2016,
Kepler-1632 b,2.46,584,hydrogen-rich,non-habitable,Transit,2016,
Kepler-1633 b,1.58,811,metals-rich,non-habitable,Transit,2016,
Kepler-1634 b,3.19,654,metals-rich,non-habitable,Transit,2016,
Kepler-1635 b,3.64,1084,metals-rich,non-habitable,Transit,2016,
Kepler-1636 b,3.23,1567,metals-rich,non-habitable,Transit,2016,
Kepler-1637 b,0.88,506,no-atmosphere,non-habitable,Transit,2016,
Kepler-1638 b,1.87,879,metals-rich,mesoplanet,Transit,2016,
Kepler-1639 b,2.58,1168,no-atmosphere,non-habitable,Transit,2016,
Kepler-1640 b,4.82,1379,metals-rich,non-habitable,Transit,2016,
Kepler-1641 b,3.1,961,metals-rich,non-habitable,Transit,2016,
Kepler-1641 c,2.95,961,metals-rich,non-habitable,Transit,2016,
Kepler-1642 b,3.19,447,metals-rich,non-habitable,Transit,2016,
Kepler-1642 c,2.65,447,metals-rich,non-habitable,Transit,2016,
Kepler-1643 b,2.3,414,metals-rich,non-habitable,Transit,2016,
Kepler-1644 b,1.88,592,metals-rich,non-habitable,Transit,2016,
Kepler-1645 b,1.78,844,metals-rich,non-habitable,Transit,2016,
Kepler-1646 b,1.23,81,metals-rich,non-habitable,Transit,2016,
KIC-12557548 b,0.85,470,no-atmosphere,non-habitable,Primary Transit,2012,
KOI-188 b,10.95,650,metals-rich,non-habitable,Primary Transit,2014,
KOI-192 b,13.78,1100,metals-rich,non-habitable,Primary Transit,2014,
KOI-195 b,12.21,880,metals-rich,non-habitable,Primary Transit,2014,
KOI-368.01 b,20.5,1070,,non-habitable,Primary Transit,2014,
KOI-830 b,12.1,730,hydrogen-rich,non-habitable,Primary Transit,2014,
KOI-1299 c,11.49,874,hydrogen-rich,non-habitable,Radial Velocity,2014,
KOI-4427 b,1.84,240,hydrogen-rich,hypopsychroplanet,transit,2015,
ksi Aql b,11.27,62.7,hydrogen-rich,non-habitable,Radial Velocity,2008,
L2 Pup b,11.46,64,hydrogen-rich,non-habitable,Imaging,2016,
Lalande 21185 b,1.54,2.55,metals-rich,non-habitable,Radial Velocity,2017,
LHS 1140 b,1.43,12.47,hydrogen-rich,psychroplanet,Primary Transit,2017,
LKCA 15 b,11.68,145,hydrogen-rich,non-habitable,Imaging,2011,
MOA-2007-BLG-192-L b,1.46,700,hydrogen-rich,non-habitable,Microlensing,2008,
MOA-2007-BLG-197L b,9.7,4170,hydrogen-rich,non-habitable,Microlensing,2015,
MOA-2007-BLG-400-L b,10.07,6000,hydrogen-rich,non-habitable,Microlensing,2008,
MOA-2008-BLG-310-L b,7.1,6000,hydrogen-rich,non-habitable,Microlensing,2009,
MOA-2008-BLG-379L b,11.66,3600,hydrogen-rich,non-habitable,Microlensing,2013,
MOA-2009-BLG-266L b,3.74,3040,hydrogen-rich,non-habitable,Microlensing,2010,
MOA-2009-BLG-319 b,6.29,6100,hydrogen-rich,non-habitable,Microlensing,2010,
MOA-2009-BLG-387L b,11.48,5700,hydrogen-rich,non-habitable,Microlensing,2011,
MOA-2010-BLG-328L b,1.94,810,hydrogen-rich,non-habitable,Microlensing,2013,
MOA-2010-BLG-353L b,7.45,6430,hydrogen-rich,non-habitable,Microlensing,2015,
MOA-2010-BLG-477L b,10.92,2300,hydrogen-rich,non-habitable,Microlensing,2012,
MOA-2011-BLG-028L b,5.32,7380,hydrogen-rich,non-habitable,Microlensing,2015,
MOA-2011-BLG-262L b,4.49,7350,hydrogen-rich,non-habitable,Microlensing,2013,
MOA-2011-BLG-274 b,9.84,800,,non-habitable,Microlensing,2014,
MOA-2011-BLG-293L b,11.68,7700,hydrogen-rich,non-habitable,Microlensing,2012,
MOA-2011-BLG-322L b,11.65,7740,hydrogen-rich,non-habitable,Microlensing,2013,
MOA-2012-BLG-006 b,11.64,5300,hydrogen-rich,non-habitable,Microlensing,2017,
MOA-2012-BLG-505L b,11.68,7210,,non-habitable,Microlensing,2017,
MOA-2013-BLG-220L b,6.68,2000,hydrogen-rich,non-habitable,Microlensing,2014,
MOA-2013-BLG-605L b,4.73,3600,hydrogen-rich,non-habitable,Microlensing,2015,
MOA-2016-BLG-227L b,11.39,6400,hydrogen-rich,non-habitable,Microlensing,2017,
MOA-bin-1 b,11.64,5100,hydrogen-rich,non-habitable,Microlensing,2012,
mu Ara b,11.06,15.3,hydrogen-rich,non-habitable,Radial Velocity,2000,
mu Ara c,3.76,15.3,metals-rich,non-habitable,Radial Velocity,2004,
mu Ara d,8.94,15.3,hydrogen-rich,non-habitable,Radial Velocity,2004,
mu Ara e,11.15,15.3,hydrogen-rich,non-habitable,Radial Velocity,2006,
mu Leo b,11.42,38.05,hydrogen-rich,non-habitable,Radial Velocity,2014,
NGC 2423 3 b,11.54,766,hydrogen-rich,non-habitable,Radial Velocity,2007,
NGC 4349 No 127 b,10.95,2176,hydrogen-rich,non-habitable,Radial Velocity,2007,
NLTT 41135 b,12.66,22.7,hydrogen-rich,non-habitable,Primary Transit,2010,
NN Ser(AB) c,11.67,500,hydrogen-rich,non-habitable,Pulsar,2010,
NN Ser(AB) d,11.38,500,hydrogen-rich,non-habitable,Pulsar,2009,
nu Oph b,10.68,46.8,hydrogen-rich,non-habitable,Radial Velocity,2004,
nu Oph c,10.48,46.8,hydrogen-rich,non-habitable,Radial Velocity,2010,
OGLE-2003-BLG-235L b,11.48,5200,hydrogen-rich,non-habitable,Microlensing,2004,
OGLE-2005-071L b,11.62,3300,hydrogen-rich,non-habitable,Microlensing,2005,
OGLE-2005-169L b,4.14,4100,hydrogen-rich,non-habitable,Microlensing,2005,
OGLE-2005-390L b,1.69,6500,hydrogen-rich,non-habitable,Microlensing,2005,
OGLE-2006-109L b,9.65,1510,hydrogen-rich,non-habitable,Microlensing,2008,
OGLE-2006-109L c,7.46,1510,hydrogen-rich,non-habitable,Microlensing,2008,
OGLE-2007-BLG-349(AB) b,7.28,2760,hydrogen-rich,non-habitable,Microlensing,2016,
OGLE-2007-BLG-368L b,4.81,5900,hydrogen-rich,non-habitable,Microlensing,2008,
OGLE-2008-BLG-092L b,6.58,7000,hydrogen-rich,non-habitable,Microlensing,2014,
OGLE-2008-BLG-355L b,11.68,6800,,non-habitable,Microlensing,2014,
OGLE-2009-BLG-151L b,11.66,390,hydrogen-rich,non-habitable,Microlensing,2013,
OGLE-2011-BLG-0251L b,10.19,4090,hydrogen-rich,non-habitable,Microlensing,2012,
OGLE-2011-BLG-0265L b,10.03,4380,hydrogen-rich,non-habitable,Microlensing,2015,
OGLE-2011-BLG-0420L b,11.6,1990,hydrogen-rich,non-habitable,Microlensing,2013,
OGLE-2012-BLG-0026L b,5.6,4080,hydrogen-rich,non-habitable,Microlensing,2012,
OGLE-2012-BLG-0026L c,9.51,4080,hydrogen-rich,non-habitable,Microlensing,2012,
OGLE-2012-BLG-0358L b,11.18,1760,hydrogen-rich,non-habitable,Microlensing,2013,
OGLE-2012-BLG-0406L b,11.51,4970,hydrogen-rich,non-habitable,Microlensing,2013,
OGLE-2012-BLG-0563L b,8.28,1300,hydrogen-rich,non-habitable,Microlensing,2015,
OGLE-2012-BLG-0724L b,8.7,6700,hydrogen-rich,non-habitable,Microlensing,2016,
OGLE-2012-BLG-0950L b,5.6,3000,hydrogen-rich,non-habitable,Microlensing,2016,
OGLE-2013-BLG-0102L b,11.37,3020,hydrogen-rich,non-habitable,Microlensing,2014,
OGLE-2013-BLG-0341L b,1.21,911,hydrogen-rich,non-habitable,Microlensing,2014,
OGLE-2013-BLG-1761L b,11.52,6900,hydrogen-rich,non-habitable,Microlensing,2017,
OGLE-2014-BLG-0124L b,8.84,4100,hydrogen-rich,non-habitable,Microlensing,2014,
OGLE-2014-BLG-0257L b,9.96,1250,hydrogen-rich,non-habitable,Microlensing,2016,
OGLE-2014-BLG-0676L b,11.58,2220,hydrogen-rich,non-habitable,Microlensing,2016,
OGLE-2014:BLG-1760L b,9.14,6060,hydrogen-rich,non-habitable,Microlensing,2016,
OGLE-2015-BLG-0051L b,9.63,8200,hydrogen-rich,non-habitable,Microlensing,2016,
OGLE-2015-BLG-0954L b,11.67,600,hydrogen-rich,non-habitable,Microlensing,2016,
OGLE-2015-BLG-0966L b,4.73,2900,hydrogen-rich,non-habitable,Microlensing,2015,
OGLE-2015-BLG-1319 Lb,9.5,5000,hydrogen-rich,non-habitable,Microlensing,2016,
OGLE-BLG-1195L b,1.16,3910,hydrogen-rich,non-habitable,Microlensing,2017,
OGLE-TR-10 b,19.26,1500,metals-rich,non-habitable,Primary Transit,2004,
OGLE-TR-56 b,13.44,1500,hydrogen-rich,non-habitable,Primary Transit,2002,
OGLE-TR-111 b,12.06,1500,metals-rich,non-habitable,Primary Transit,2004,
OGLE-TR-113 b,12.43,1500,hydrogen-rich,non-habitable,Primary Transit,2004,
OGLE-TR-132 b,13.78,1500,metals-rich,non-habitable,Primary Transit,2004,
OGLE2-TR-L9 b,18.08,900,hydrogen-rich,non-habitable,Primary Transit,2007,
ome Ser b,11.08,80.6,hydrogen-rich,non-habitable,Radial Velocity,2013,
omi CrB b,10.92,84,hydrogen-rich,non-habitable,Radial Velocity,2012,
omi UMa b,11.66,56.3,hydrogen-rich,non-habitable,Radial Velocity,2012,
Pr 0201 b,9.01,170,metals-rich,non-habitable,Radial Velocity,2012,
Pr 0211 b,11.19,170,hydrogen-rich,non-habitable,Radial Velocity,2012,
Pr 0211 c,11.65,170,hydrogen-rich,non-habitable,Radial Velocity,2016,
Proplyd 133-353 b,11.4,388,,non-habitable,Imaging,2016,
Proxima Cen b,1.12,1.29,metals-rich,psychroplanet,Radial Velocity,2016,
PSR 1257 12 b,0.31,710,no-atmosphere,non-habitable,Pulsar,1992,
PSR 1257 12 c,1.57,710,metals-rich,non-habitable,Pulsar,1992,
PSR 1257 12 d,1.54,710,metals-rich,non-habitable,Pulsar,1992,
PSR 1719-14 b,4.48,1200,hydrogen-rich,non-habitable,Pulsar,2011,
PSR B1620-26 b,11.45,3800,hydrogen-rich,non-habitable,Pulsar,2003,
PSR B1957+20 b,10.81,1530,hydrogen-rich,non-habitable,Pulsar,1988,
PSR J1807-2459 A b,11.6,2790,hydrogen-rich,non-habitable,Pulsar,2000,
PSR J2051-0827 b,10.4,1280,hydrogen-rich,non-habitable,Pulsar,1996,
PSR J2241-5236 b,11.46,500,hydrogen-rich,non-habitable,Pulsar,2011,
PZ Tel b,8.81,51.49,hydrogen-rich,non-habitable,Imaging,2010,
Ross 458(AB) c,11.98,11.7,hydrogen-rich,non-habitable,Imaging,2010,
ROXs 12 b,11.21,120,hydrogen-rich,non-habitable,Imaging,2013,
ROXs 42B b,28,135,hydrogen-rich,non-habitable,Imaging,2013,
sig Per b,11.68,108.3,hydrogen-rich,non-habitable,Radial Velocity,2014,
SR 12 AB c,11.4,125,hydrogen-rich,non-habitable,Imaging,2011,
SWEEPS-04b,9.07,8500,hydrogen-rich,non-habitable,Primary Transit,2006,
SWEEPS-11b,12.66,8500,hydrogen-rich,non-habitable,Primary Transit,2006,
tau Boo b,11.87,15.6,hydrogen-rich,non-habitable,Radial Velocity,1996,
tau Cet b,1.28,3.65,metals-rich,non-habitable,radial velocity,2012,
tau Cet c,1.45,3.65,metals-rich,non-habitable,radial velocity,2012,
tau Cet d,1.5,3.65,metals-rich,non-habitable,radial velocity,2012,
tau Cet e,1.59,3.65,metals-rich,mesoplanet,radial velocity,2012,
tau Cet f,1.79,3.65,hydrogen-rich,non-habitable,radial velocity,2012,
tau Gem b,10.9,98.4,hydrogen-rich,non-habitable,Radial Velocity,2004,
TRAPPIST-1 b,1.09,12.1,metals-rich,non-habitable,Primary Transit,2016,
TRAPPIST-1 c,1.06,12.1,metals-rich,non-habitable,Primary Transit,2016,
TRAPPIST-1 d,0.77,12.1,metals-rich,mesoplanet,Primary Transit,2016,
TRAPPIST-1 e,0.92,12.1,metals-rich,psychroplanet,Primary Transit,2017,
TRAPPIST-1 f,1.04,12.1,metals-rich,psychroplanet,Primary Transit,2017,
TRAPPIST-1 g,1.13,12.1,metals-rich,hypopsychroplanet,Primary Transit,2017,
TRAPPIST-1 h,0.75,12.1,metals-rich,non-habitable,Primary Transit,2017,
TrES-1b,12.31,157,metals-rich,non-habitable,Primary Transit,2004,
TrES-2b,13.32,220,hydrogen-rich,non-habitable,Primary Transit,2006,
TrES-4b,19.11,479,metals-rich,non-habitable,Primary Transit,2007,
TrES-5b,13.54,360,hydrogen-rich,non-habitable,Primary Transit,2011,
TWA 5 A(AB) b,10.61,25,hydrogen-rich,non-habitable,Imaging,2009,
TYC+1422-614-1 b,11.45,759,hydrogen-rich,non-habitable,Radial Velocity,2014,
TYC+1422-614-1 c,11.56,759,hydrogen-rich,non-habitable,Radial Velocity,2014,
TYC-3667-1280-1 b,11.68,431,hydrogen-rich,non-habitable,Radial Velocity,2016,
ups And b,9.31,13.47,metals-rich,non-habitable,Radial Velocity,1996,
ups And c,11.61,13.47,hydrogen-rich,non-habitable,Radial Velocity,1999,
ups And d,10.7,13.47,hydrogen-rich,non-habitable,Radial Velocity,1999,
ups And e,10.37,13.47,hydrogen-rich,non-habitable,Radial Velocity,2010,
USco1602-2401 b,9.41,,,non-habitable,Imaging,2013,
USco1610-1913 b,10.94,,,non-habitable,Imaging,2013,
USco1612-1800 b,10.55,,,non-habitable,Imaging,2013,
UScoCTIO 108 b,11.34,145,hydrogen-rich,non-habitable,Imaging,2007,
UZ For(AB) d,11.66,,hydrogen-rich,non-habitable,Pulsar,2011,
V391 Peg b,11.59,1400,hydrogen-rich,non-habitable,Pulsar,2007,
V396 Hya b,11.06,,,non-habitable,Other,2016,
V830 Tau b,9.77,131,hydrogen-rich,non-habitable,Radial Velocity,2016,
V2051 Oph b,11.67,,,non-habitable,Other,2015,
VHS 1256-1257 b,11.51,12.7,hydrogen-rich,non-habitable,Imaging,2015,
WASP-1 b,16.62,,metals-rich,non-habitable,Primary Transit,2006,
WASP-2 b,12.08,144,metals-rich,non-habitable,Primary Transit,2006,
WASP-3 b,16.28,223,hydrogen-rich,non-habitable,Primary Transit,2007,
WASP-4 b,15.62,300,metals-rich,non-habitable,Primary Transit,2007,
WASP-5 b,13.12,297,hydrogen-rich,non-habitable,Primary Transit,2007,
WASP-6 b,13.71,307,metals-rich,non-habitable,Primary Transit,2008,
WASP-7 b,14.9,140,metals-rich,non-habitable,Primary Transit,2008,
WASP-8 b,11.63,87,hydrogen-rich,non-habitable,Primary Transit,2008,
WASP-10 b,12.1,90,hydrogen-rich,non-habitable,Primary Transit,2008,
WASP-11-HAT-P-10 b,11.7,125,metals-rich,non-habitable,Primary Transit,2008,
WASP-12 b,19.44,427,metals-rich,non-habitable,Primary Transit,2008,
WASP-13 b,15.29,156,metals-rich,non-habitable,Primary Transit,2008,
WASP-14 b,14.35,160,hydrogen-rich,non-habitable,Primary Transit,2008,
WASP-15 b,15.99,308,metals-rich,non-habitable,Primary Transit,2008,
WASP-16 b,11.29,,hydrogen-rich,non-habitable,Primary Transit,2009,
WASP-17 b,22.3,,metals-rich,non-habitable,Primary Transit,2009,
WASP-18 b,13.05,100,hydrogen-rich,non-habitable,Primary Transit,2009,
WASP-19 b,15.62,,metals-rich,non-habitable,Primary Transit,2009,
WASP-20 b,16.34,210,metals-rich,non-habitable,Primary Transit,2011,
WASP-21 b,13.55,230,metals-rich,non-habitable,Primary Transit,2010,
WASP-22 b,13.43,300,metals-rich,non-habitable,Primary Transit,2010,
WASP-23 b,10.77,,hydrogen-rich,non-habitable,Primary Transit,2010,
WASP-24 b,14.56,332.5,metals-rich,non-habitable,Primary Transit,2010,
WASP-25 b,14.11,169,metals-rich,non-habitable,Primary Transit,2010,
WASP-26 b,14.35,250,metals-rich,non-habitable,Primary Transit,2010,
WASP-28 b,13.59,410,metals-rich,non-habitable,Primary Transit,2010,
WASP-29 b,9.42,80,metals-rich,non-habitable,Primary Transit,2010,
WASP-31 b,17.21,400,metals-rich,non-habitable,Primary Transit,2010,
WASP-33 b,17.95,116,metals-rich,non-habitable,Primary Transit,2010,
WASP-34 b,13.66,120,metals-rich,non-habitable,Primary Transit,2010,
WASP-36 b,14.21,450,hydrogen-rich,non-habitable,Primary Transit,2010,
WASP-37 b,12.99,338,hydrogen-rich,non-habitable,Primary Transit,2010,
WASP-38 b,12.08,110,hydrogen-rich,non-habitable,Primary Transit,2010,
WASP-39 b,14.22,230,metals-rich,non-habitable,Primary Transit,2011,
WASP-41 b,13.22,180,metals-rich,non-habitable,Primary Transit,2010,
WASP-41 c,11.59,180,hydrogen-rich,non-habitable,Radial Velocity,2015,
WASP-47 b,13.1,200,hydrogen-rich,non-habitable,Primary Transit,2011,
WASP-47 c,10.72,200,hydrogen-rich,non-habitable,Radial Velocity,2015,
WASP-47 d,3.71,200,metals-rich,non-habitable,Primary Transit, TTV,2015
WASP-47 e,1.87,200,metals-rich,non-habitable,Primary Transit, TTV,2015
WASP-50 b,12.75,230,hydrogen-rich,non-habitable,Primary Transit,2011,
WASP-52 b,14.22,140,metals-rich,non-habitable,Primary Transit,2011,
WASP-53 b,12.03,235,hydrogen-rich,non-habitable,Radial Velocity,2011,
WASP-53 c,11.19,235,hydrogen-rich,non-habitable,Radial Velocity,2016,
WASP-55 b,14.56,330,metals-rich,non-habitable,Primary Transit,2011,
WASP-58 b,15.34,300,metals-rich,non-habitable,Primary Transit,2011,
WASP-59 b,10.08,125,hydrogen-rich,non-habitable,Primary Transit,2011,
WASP-60 b,10.08,400,metals-rich,non-habitable,Primary Transit,2011,
WASP-61 b,13.89,480,hydrogen-rich,non-habitable,Primary Transit,2011,
WASP-62 b,15.57,160,metals-rich,non-habitable,Primary Transit,2011,
WASP-63 b,16.02,330,metals-rich,non-habitable,Primary Transit,2011,
WASP-65 b,12.45,310,hydrogen-rich,non-habitable,Primary Transit,2011,
WASP-66 b,15.57,380,hydrogen-rich,non-habitable,Primary Transit,2011,
WASP-67 b,15.68,225,metals-rich,non-habitable,Primary Transit,2011,
WASP-69 b,11.84,50,metals-rich,non-habitable,Primary Transit,2011,
WASP-70A b,13.04,245,metals-rich,non-habitable,Primary Transit,2011,
WASP-71 b,16.8,200,hydrogen-rich,non-habitable,Primary Transit,2012,
WASP-74 b,17.47,120,metals-rich,non-habitable,Primary Transit,2014,
WASP-75 b,14.22,260,metals-rich,non-habitable,Primary Transit,2013,
WASP-76 b,20.5,120,metals-rich,non-habitable,Primary Transit,2013,
WASP-78 b,19.6,550,metals-rich,non-habitable,Primary Transit,2012,
WASP-79 b,19.04,240,metals-rich,non-habitable,Primary Transit,2012,
WASP-80 b,10.66,60,hydrogen-rich,non-habitable,Primary Transit,2013,
WASP-81 b,16,410,metals-rich,non-habitable,Radial Velocity,2016,
WASP-81 c,9.01,410,hydrogen-rich,non-habitable,Primary Transit,2016,
WASP-82 b,18.7,200,metals-rich,non-habitable,Primary Transit,2013,
WASP-83 b,11.65,300,metals-rich,non-habitable,Primary Transit,2014,
WASP-84 b,10.55,120,hydrogen-rich,non-habitable,Primary Transit,2013,
WASP-86 b,7.08,360,hydrogen-rich,non-habitable,Primary Transit,2016,
WASP-87A b,15.51,240,hydrogen-rich,non-habitable,Primary Transit,2014,
WASP-90 b,18.26,340,metals-rich,non-habitable,Primary Transit,2013,
wasp-92 b,16.36,530,metals-rich,non-habitable,Primary Transit,2016,
WASP-93 b,17.89,250,metals-rich,non-habitable,Primary Transit,2016,
WASP-103 b,17.11,470,metals-rich,non-habitable,Primary Transit,2014,
WASP-104 b,12.73,143,hydrogen-rich,non-habitable,Primary Transit,2014,
WASP-106 b,12.15,283,hydrogen-rich,non-habitable,Primary Transit,2014,
WASP-108 b,13.61,220,metals-rich,non-habitable,Primary Transit,2014,
WASP-109 b,16.16,330,metals-rich,non-habitable,Primary Transit,2014,
WASP-110 b,13.87,320,metals-rich,non-habitable,Primary Transit,2014,
WASP-111 b,16.15,210,metals-rich,non-habitable,Primary Transit,2014,
WASP-112 b,13.34,450,metals-rich,non-habitable,Primary Transit,2014,
WASP-113 b,15.78,360,metals-rich,non-habitable,Primary Transit,2016,
WASP-114 b,15,460,hydrogen-rich,non-habitable,Primary Transit,2016,
WASP-118 b,16.13,250,metals-rich,non-habitable,Primary Transit,2016,
WASP-119 b,15.68,333,metals-rich,non-habitable,Primary Transit,2016,
WASP-121 b,20.89,270,metals-rich,non-habitable,Primary Transit,2015,
WASP-124 b,13.89,433,metals-rich,non-habitable,Primary Transit,2016,
WASP-126 b,10.75,234,metals-rich,non-habitable,Primary Transit,2016,
WASP-129 b,10.42,246,hydrogen-rich,non-habitable,Primary Transit,2016,
WASP-130 b,9.97,180,hydrogen-rich,non-habitable,Primary Transit,2016,
WASP-131 b,13.66,250,metals-rich,non-habitable,Primary Transit,2016,
WASP-132 b,9.74,120,metals-rich,non-habitable,Primary Transit,2016,
WASP-133 b,13.55,457,metals-rich,non-habitable,Primary Transit,2016,
WASP-135 b,14.56,300,hydrogen-rich,non-habitable,Primary Transit,2015,
WASP-136 b,15.46,164,hydrogen-rich,non-habitable,Primary Transit,2016,
WASP-138 b,10.61,308,hydrogen-rich,non-habitable,Primary Transit,2016,
WASP-139 b,8.96,230,metals-rich,non-habitable,Primary Transit,2016,
WASP-140 b,16.13,180,hydrogen-rich,non-habitable,Primary Transit,2016,
WASP-141 b,13.55,570,hydrogen-rich,non-habitable,Primary Transit,2016,
WASP-142 b,17.14,840,metals-rich,non-habitable,Primary Transit,2016,
WD 0806-661 B b,11.65,19.2,hydrogen-rich,non-habitable,Imaging,2011,
WD 1145+017 b,0.1,174,,non-habitable,Primary Transit,2015,
WISE 0458+6434 b,11.3,10.5,hydrogen-rich,non-habitable,Imaging,2011,
WISE 0855-0714 b,11.68,2.31,,non-habitable,Imaging,2014,
WISE 1217+16A b,10.75,10,hydrogen-rich,non-habitable,Imaging,2012,
WISE 1711+3500 b,11.08,19,hydrogen-rich,non-habitable,Imaging,2012,
WISE 1828+2650 b,11.56,14,,non-habitable,Imaging,2011,
WISE J0720-0846 b,8.81,6.8,hydrogen-rich,non-habitable,Imaging,2014,
