name,zone,P. Mass Class,atmosphere,habitable,radius,S. Constellation,distance,P. Disc. Method,P. Disc. Year
Kepler-1384 b,Hot,Superterran,metals-rich,non-habitable,1.94,Cyg,618,Transit,2016
Kepler-1488 b,Hot,Superterran,metals-rich,non-habitable,1.86,Dra,618,Transit,2016
Kepler-1552 b,Warm,Superterran,hydrogen-rich,mesoplanet,2.46,Lyr,618,Transit,2016
Kepler-821 b,Hot,Terran,no-atmosphere,non-habitable,1.31,Lyr,619,Transit,2016
Kepler-1117 b,Hot,Terran,no-atmosphere,non-habitable,1.11,Cyg,619,Transit,2016
Kepler-1338 b,Hot,Terran,no-atmosphere,non-habitable,0.92,Lyr,619,Transit,2016
Kepler-1479 b,Hot,Superterran,metals-rich,non-habitable,1.83,Dra,619,Transit,2016
Kepler-695 b,Hot,Jovian,metals-rich,non-habitable,9.21,Cyg,620,Transit,2016
Kepler-834 b,Hot,Superterran,metals-rich,non-habitable,2.02,Lyr,620,Transit,2016
Kepler-1424 b,Hot,Terran,metals-rich,non-habitable,1.15,Lyr,620,Transit,2016
HATS-9 b,Hot,Jovian,metals-rich,non-habitable,11.93,Sgr,622,Primary Transit,2015
Kepler-1038 b,Hot,Neptunian,metals-rich,non-habitable,3.53,Cyg,622,Transit,2016
Kepler-1219 b,Hot,Superterran,metals-rich,non-habitable,2.12,Cyg,622,Transit,2016
Kepler-925 b,Hot,Superterran,hydrogen-rich,non-habitable,2.34,Lyr,623,Transit,2016
Kepler-600 b,Hot,Neptunian,metals-rich,non-habitable,2.9,Lyr,624,Transit,2016
Kepler-978 b,Hot,Neptunian,metals-rich,non-habitable,2.99,Lyr,624,Transit,2016
Kepler-1329 b,Hot,Superterran,metals-rich,non-habitable,2.17,Dra,624,Transit,2016
Kepler-828 b,Hot,Terran,no-atmosphere,non-habitable,1.51,Lyr,625,Transit,2016
Kepler-1473 b,Hot,Terran,metals-rich,non-habitable,1.19,Cyg,625,Transit,2016
Kepler-707 b,Hot,Terran,metals-rich,non-habitable,1.33,Lyr,626,Transit,2016
Kepler-599 b,Hot,Neptunian,metals-rich,non-habitable,2.83,Lyr,627,Transit,2016
Kepler-566 b,Hot,Superterran,metals-rich,non-habitable,2.15,Cyg,628,Transit,2016
Kepler-687 b,Hot,Neptunian,metals-rich,non-habitable,3.52,Lyr,628,Transit,2016
Kepler-1082 b,Hot,Terran,no-atmosphere,non-habitable,1.12,Cyg,628,Transit,2016
Kepler-1335 b,Hot,Terran,metals-rich,non-habitable,1.44,Lyr,628,Transit,2016
Kepler-495 b,Hot,Neptunian,metals-rich,non-habitable,5.23,Lyr,630,Transit,2016
Kepler-1328 b,Hot,Terran,no-atmosphere,non-habitable,0.97,Lyr,630,Transit,2016
Kepler-956 b,Hot,Neptunian,metals-rich,non-habitable,3,Cyg,631,Transit,2016
Kepler-1296 b,Hot,Terran,no-atmosphere,non-habitable,0.91,Cyg,631,Transit,2016
Kepler-885 b,Hot,Superterran,metals-rich,non-habitable,2.5,Cyg,632,Transit,2016
Kepler-1143 b,Hot,Superterran,metals-rich,non-habitable,1.67,Lyr,632,Transit,2016
Kepler-1143 c,Warm,Neptunian,metals-rich,non-habitable,3.6,Lyr,632,Transit,2016
Kepler-1028 b,Hot,Terran,no-atmosphere,non-habitable,1.33,Cyg,633,Transit,2016
Kepler-633 b,Hot,Superterran,metals-rich,non-habitable,1.62,Cyg,634,Transit,2016
Kepler-1120 b,Hot,Terran,metals-rich,non-habitable,1.38,Lyr,635,Transit,2016
Kepler-1520 b,Hot,Neptunian,metals-rich,non-habitable,5.77,Cyg,636,Transit,2016
Kepler-955 b,Hot,Neptunian,metals-rich,non-habitable,3.12,Lyr,637,Transit,2016
Kepler-1352 b,Hot,Terran,no-atmosphere,non-habitable,0.88,Cyg,637,Transit,2016
Kepler-595 b,Hot,Neptunian,metals-rich,non-habitable,3.81,Cyg,639,Transit,2016
Kepler-1412 b,Hot,Subterran,no-atmosphere,non-habitable,0.83,Cyg,639,Transit,2016
Kepler-892 b,Hot,Neptunian,metals-rich,non-habitable,2.81,Lyr,640,Transit,2016
Kepler-473 b,Hot,Neptunian,metals-rich,non-habitable,4.08,Lyr,641,Transit,2016
Kepler-662 b,Hot,Superterran,metals-rich,non-habitable,2.17,Cyg,641,Transit,2016
HAT-P-39 b,Hot,Jovian,metals-rich,non-habitable,17.6,Gem,642,Primary Transit,2012
Kepler-492 b,Hot,Jovian,hydrogen-rich,non-habitable,9.59,Cyg,642,Transit,2016
Kepler-554 b,Hot,Neptunian,metals-rich,non-habitable,4.29,Cyg,642,Transit,2016
Kepler-570 b,Hot,Superterran,metals-rich,non-habitable,2.45,Cyg,642,Transit,2016
Kepler-1458 b,Hot,Neptunian,metals-rich,non-habitable,2.76,Lyr,642,Transit,2016
Kepler-589 b,Hot,Superterran,metals-rich,non-habitable,2.27,Dra,643,Transit,2016
HATS-18 b,Hot,Jovian,hydrogen-rich,non-habitable,14.97,Hya,645,Primary Transit,2016
Kepler-569 b,Hot,Neptunian,metals-rich,non-habitable,3.16,Dra,645,Transit,2016
Kepler-549 b,Hot,Neptunian,metals-rich,non-habitable,2.56,Lyr,648,Transit,2016
Kepler-549 c,Hot,Neptunian,metals-rich,non-habitable,2.92,Lyr,648,Transit,2016
Kepler-804 b,Hot,Superterran,metals-rich,non-habitable,1.94,Cyg,648,Transit,2016
Kepler-804 c,Hot,Terran,no-atmosphere,non-habitable,1.14,Cyg,648,Transit,2016
Kepler-1166 b,Hot,Superterran,metals-rich,non-habitable,1.69,Cyg,648,Transit,2016
Kepler-826 b,Hot,Terran,no-atmosphere,non-habitable,1.25,Lyr,649,Transit,2016
KOI-188 b,Hot,Jovian,metals-rich,non-habitable,10.95,Lyr,650,Primary Transit,2014
Kepler-665 b,Hot,Neptunian,metals-rich,non-habitable,2.6,Cyg,651,Transit,2016
Kepler-675 b,Hot,Superterran,metals-rich,non-habitable,2.44,Cyg,651,Transit,2016
Kepler-1258 b,Hot,Terran,no-atmosphere,non-habitable,0.86,Dra,651,Transit,2016
Kepler-558 b,Hot,Superterran,metals-rich,non-habitable,2.36,Lyr,652,Transit,2016
Kepler-464 b,Hot,Neptunian,metals-rich,non-habitable,3.29,Cyg,653,Transit,2016
Kepler-1634 b,Warm,Neptunian,metals-rich,non-habitable,3.19,Cyg,654,Transit,2016
Kepler-496 b,Hot,Superterran,metals-rich,non-habitable,2.32,Lyr,655,Transit,2016
Kepler-983 b,Hot,Superterran,metals-rich,non-habitable,2.36,Lyr,655,Transit,2016
Kepler-1417 b,Hot,Terran,no-atmosphere,non-habitable,1,Lyr,656,Transit,2016
Kepler-491 b,Hot,Jovian,metals-rich,non-habitable,8.92,Lyr,657,Transit,2016
Kepler-630 b,Hot,Neptunian,metals-rich,non-habitable,3.18,Cyg,657,Transit,2016
Kepler-805 b,Hot,Neptunian,metals-rich,non-habitable,2.89,Cyg,657,Transit,2016
Kepler-1140 b,Hot,Neptunian,metals-rich,non-habitable,2.77,Lyr,657,Transit,2016
Kepler-1565 b,Hot,Terran,no-atmosphere,non-habitable,1.19,Cyg,657,Transit,2016
Kepler-1588 b,Hot,Subterran,no-atmosphere,non-habitable,0.76,Cyg,658,Transit,2016
Kepler-995 b,Hot,Neptunian,metals-rich,non-habitable,2.7,Lyr,659,Transit,2016
Kepler-1042 b,Hot,Superterran,metals-rich,non-habitable,2.18,Lyr,659,Transit,2016
Kepler-597 b,Hot,Superterran,metals-rich,non-habitable,2.36,Cyg,660,Transit,2016
Kepler-1601 b,Hot,Subterran,no-atmosphere,non-habitable,0.82,Lyr,660,Transit,2016
Kepler-654 b,Hot,Superterran,metals-rich,non-habitable,2.07,Cyg,661,Transit,2016
Kepler-579 b,Hot,Superterran,metals-rich,non-habitable,1.99,Cyg,663,Transit,2016
Kepler-711 b,Hot,Neptunian,metals-rich,non-habitable,3.4,Cyg,664,Transit,2016
Kepler-865 b,Hot,Superterran,metals-rich,non-habitable,2.49,Cyg,664,Transit,2016
Kepler-977 b,Hot,Neptunian,metals-rich,non-habitable,2.62,Lyr,664,Transit,2016
Kepler-648 b,Hot,Neptunian,metals-rich,non-habitable,3.21,Lyr,665,Transit,2016
Kepler-1547 b,Hot,Terran,no-atmosphere,non-habitable,0.9,Lyr,665,Transit,2016
Kepler-681 b,Hot,Neptunian,metals-rich,non-habitable,3.08,Cyg,666,Transit,2016
Kepler-785 b,Hot,Jovian,,non-habitable,13.01,Lyr,666,Transit,2016
Kepler-561 b,Hot,Jovian,hydrogen-rich,non-habitable,6.96,Cyg,667,Transit,2016
Kepler-561 c,Hot,Neptunian,no-atmosphere,non-habitable,2.68,Cyg,667,Transit,2016
Kepler-1218 b,Hot,Terran,metals-rich,non-habitable,1.43,Cyg,667,Transit,2016
Kepler-1227 b,Hot,Superterran,hydrogen-rich,non-habitable,2.28,Lyr,667,Transit,2016
Kepler-709 b,Hot,Neptunian,metals-rich,non-habitable,2.92,Cyg,668,Transit,2016
Kepler-1126 b,Hot,Superterran,metals-rich,non-habitable,1.72,Lyr,668,Transit,2016
Kepler-1359 b,Hot,Neptunian,metals-rich,non-habitable,2.82,Lyr,669,Transit,2016
Kepler-1531 b,Hot,Terran,no-atmosphere,non-habitable,1.11,Lyr,670,Transit,2016
Kepler-1014 b,Hot,Superterran,metals-rich,non-habitable,2.39,Lyr,672,Transit,2016
Kepler-641 b,Hot,Superterran,metals-rich,non-habitable,1.85,Lyr,673,Transit,2016
Kepler-880 b,Hot,Neptunian,no-atmosphere,non-habitable,2.65,Lyr,673,Transit,2016
Kepler-1059 b,Hot,Superterran,metals-rich,non-habitable,1.72,Lyr,673,Transit,2016
Kepler-716 b,Hot,Neptunian,metals-rich,non-habitable,2.9,Lyr,675,Transit,2016
Kepler-1421 b,Hot,Terran,no-atmosphere,non-habitable,0.93,Dra,675,Transit,2016
Kepler-1254 b,Hot,Terran,metals-rich,non-habitable,1.55,Dra,676,Transit,2016
Kepler-1254 c,Hot,Terran,metals-rich,non-habitable,1.3,Dra,676,Transit,2016
Kepler-1254 d,Hot,Terran,metals-rich,non-habitable,1.31,Dra,676,Transit,2016
Kepler-535 b,Hot,Superterran,metals-rich,non-habitable,2.36,Cyg,678,Transit,2016
Kepler-914 b,Hot,Terran,metals-rich,non-habitable,1.38,Cyg,678,Transit,2016
CoRoT-3 b,Hot,Jovian,hydrogen-rich,non-habitable,11.31,Aql,680,Primary Transit,2008
Kepler-639 b,Hot,Superterran,metals-rich,non-habitable,2.37,Cyg,680,Transit,2016
Kepler-1434 b,Hot,Terran,no-atmosphere,non-habitable,1.11,Cyg,680,Transit,2016
Kepler-1402 b,Hot,Subterran,no-atmosphere,non-habitable,0.76,Cyg,681,Transit,2016
Kepler-1435 b,Hot,Terran,no-atmosphere,non-habitable,0.86,Cyg,681,Transit,2016
Kepler-1148 b,Hot,Superterran,metals-rich,non-habitable,1.69,Cyg,682,Transit,2016
Kepler-1242 b,Hot,Superterran,metals-rich,non-habitable,2.26,Lyr,682,Transit,2016
Kepler-1304 b,Hot,Superterran,metals-rich,non-habitable,2.28,Lyr,682,Transit,2016
Kepler-1529 b,Hot,Superterran,metals-rich,non-habitable,2.09,Lyr,683,Transit,2016
Kepler-1213 b,Hot,Terran,no-atmosphere,non-habitable,1.19,Cyg,685,Transit,2016
Kepler-1440 b,Hot,Terran,metals-rich,non-habitable,1.25,Dra,685,Transit,2016
Kepler-598 b,Hot,Terran,metals-rich,non-habitable,1.5,Cyg,686,Transit,2016
Kepler-1023 b,Hot,Neptunian,metals-rich,non-habitable,2.63,Cyg,686,Transit,2016
Kepler-1466 b,Hot,Terran,metals-rich,non-habitable,1.55,Cyg,686,Transit,2016
Kepler-1611 b,Hot,Subterran,no-atmosphere,non-habitable,0.81,Cyg,686,Transit,2016
Kepler-476 b,Hot,Neptunian,metals-rich,non-habitable,3.08,Cyg,687,Transit,2016
Kepler-936 b,Hot,Terran,metals-rich,non-habitable,1.44,Cyg,687,Transit,2016
Kepler-659 b,Hot,Superterran,hydrogen-rich,non-habitable,2.5,Lyr,688,Transit,2016
Kepler-1080 b,Hot,Neptunian,metals-rich,non-habitable,3.28,Cyg,688,Transit,2016
Kepler-1327 b,Hot,Superterran,metals-rich,non-habitable,1.8,Cyg,688,Transit,2016
Kepler-1545 b,Warm,Neptunian,metals-rich,non-habitable,2.7,Cyg,688,Transit,2016
HATS-15 b,Hot,Jovian,hydrogen-rich,non-habitable,12.38,Cap,689,Primary Transit,2014
Kepler-772 b,Hot,Superterran,metals-rich,non-habitable,1.81,Lyr,689,Transit,2016
Kepler-1067 b,Hot,Subterran,no-atmosphere,non-habitable,0.8,Lyr,689,Transit,2016
Kepler-626 b,Hot,Superterran,metals-rich,non-habitable,2.28,Lyr,690,Transit,2016
Kepler-866 b,Hot,Superterran,metals-rich,non-habitable,1.62,Lyr,690,Transit,2016
Kepler-1522 b,Hot,Superterran,metals-rich,non-habitable,1.72,Cyg,690,Transit,2016
Kepler-1464 b,Hot,Superterran,metals-rich,non-habitable,1.66,Lyr,692,Transit,2016
Kepler-1464 c,Hot,Terran,no-atmosphere,non-habitable,1,Lyr,692,Transit,2016
Kepler-439 b,Hot,Superterran,hydrogen-rich,non-habitable,2.24,Lyr,693,transit,2015
Kepler-1146 b,Hot,Terran,metals-rich,non-habitable,1.23,Lyr,694,Transit,2016
Kepler-1193 b,Hot,Terran,no-atmosphere,non-habitable,1.32,Cyg,695,Transit,2016
Kepler-1263 b,Hot,Terran,no-atmosphere,non-habitable,1.14,Lyr,695,Transit,2016
Kepler-1142 b,Hot,Terran,metals-rich,non-habitable,1.47,Cyg,697,Transit,2016
Kepler-576 b,Hot,Neptunian,metals-rich,non-habitable,3.27,Cyg,698,Transit,2016
Kepler-289 b,Hot,Superterran,metals-rich,non-habitable,2.15,Cyg,700,Primary Transit,2014
Kepler-289 c,Hot,Terran,metals-rich,non-habitable,2.68,Cyg,700,Primary Transit,2014
Kepler-289 d,Hot,Jovian,hydrogen-rich,non-habitable,11.58,Cyg,700,Primary Transit,2014
MOA-2007-BLG-192L b,Cold,Terran,hydrogen-rich,non-habitable,1.46,Sgr,700,Microlensing,2008
TYC 4282-605-1 b,Hot,Jovian,hydrogen-rich,non-habitable,11.53,Cep,700,Radial Velocity,2017
Kepler-1215 b,Hot,Terran,no-atmosphere,non-habitable,1.22,Cyg,701,Transit,2016
Kepler-982 b,Hot,Superterran,metals-rich,non-habitable,2.25,Cyg,702,Transit,2016
Kepler-1090 b,Warm,Superterran,hydrogen-rich,mesoplanet,2.25,Cyg,702,Transit,2016
Kepler-1259 b,Hot,Terran,no-atmosphere,non-habitable,1.43,Cyg,704,Transit,2016
Kepler-1311 b,Hot,Terran,metals-rich,non-habitable,1.24,Cyg,705,Transit,2016
Kepler-1311 c,Hot,Terran,no-atmosphere,non-habitable,1.22,Cyg,705,Transit,2016
Kepler-1034 b,Hot,Superterran,metals-rich,non-habitable,2.26,Lyr,706,Transit,2016
Kepler-586 b,Hot,Neptunian,no-atmosphere,non-habitable,2.79,Cyg,707,Transit,2016
Kepler-1269 b,Hot,Superterran,metals-rich,non-habitable,1.62,Lyr,710,Transit,2016
PSR 1257 12 b,Hot,,no-atmosphere,non-habitable,0.31,Vir,710,Pulsar,1992
PSR 1257 12 c,Hot,Terran,metals-rich,non-habitable,1.57,Vir,710,Pulsar,1992
PSR 1257 12 d,Hot,Terran,metals-rich,non-habitable,1.54,Vir,710,Pulsar,1992
Kepler-528 b,Hot,Superterran,metals-rich,non-habitable,2.08,Cyg,711,Transit,2016
Kepler-481 b,Hot,Superterran,metals-rich,non-habitable,2.5,Cyg,713,Transit,2016
Kepler-469 b,Hot,Jovian,,non-habitable,17.89,Cyg,714,Transit,2016
Kepler-1145 b,Hot,Terran,metals-rich,non-habitable,1.4,Cyg,714,Transit,2016
Kepler-1288 b,Hot,Terran,no-atmosphere,non-habitable,1.12,Lyr,715,Transit,2016
Kepler-1025 b,Hot,Superterran,metals-rich,non-habitable,1.98,Lyr,716,Transit,2016
HAT-P-53 b,Hot,Jovian,metals-rich,non-habitable,14.76,And,719,Primary Transit,2015
Kepler-1553 b,Hot,Terran,no-atmosphere,non-habitable,1.15,Lyr,719,Transit,2016
Kepler-1391 b,Hot,Superterran,metals-rich,non-habitable,1.68,Cyg,721,Transit,2016
Kepler-819 b,Hot,Neptunian,metals-rich,non-habitable,2.76,Cyg,722,Transit,2016
Kepler-1409 b,Hot,Terran,no-atmosphere,non-habitable,1.04,Cyg,722,Transit,2016
Kepler-553 b,Hot,Neptunian,metals-rich,non-habitable,4.63,Cyg,725,Transit,2016
Kepler-553 c,Warm,Jovian,hydrogen-rich,non-habitable,11.19,Cyg,725,Transit,2016
Kepler-1110 b,Hot,Neptunian,metals-rich,non-habitable,2.65,Lyr,726,Transit,2016
Kepler-776 b,Hot,Terran,metals-rich,non-habitable,1.28,Lyr,727,Transit,2016
Kepler-790 b,Hot,Superterran,metals-rich,non-habitable,2.17,Lyr,727,Transit,2016
Kepler-1302 b,Hot,Terran,metals-rich,non-habitable,1.43,Cyg,727,Transit,2016
Kepler-1135 b,Hot,Superterran,metals-rich,non-habitable,1.85,Lyr,728,Transit,2016
Kepler-1457 b,Hot,Superterran,metals-rich,non-habitable,1.99,Lyr,728,Transit,2016
Kepler-556 b,Hot,Superterran,metals-rich,non-habitable,2.24,Lyr,729,Transit,2016
Kepler-41  b,Hot,Jovian,metals-rich,non-habitable,9.42,Cyg,730,Primary Transit,2011
Kepler-524 b,Hot,Superterran,metals-rich,non-habitable,1.9,Cyg,730,Transit,2016
Kepler-524 c,Hot,Terran,no-atmosphere,non-habitable,0.96,Cyg,730,Transit,2016
Kepler-1382 b,Hot,Superterran,metals-rich,non-habitable,1.88,Cyg,730,Transit,2016
KOI-830 b,Hot,Jovian,hydrogen-rich,non-habitable,12.1,Lyr,730,Primary Transit,2014
Kepler-624 b,Hot,Superterran,metals-rich,non-habitable,2.31,Cyg,731,Transit,2016
Kepler-462 b,Hot,Neptunian,metals-rich,non-habitable,3.76,Cyg,733,Transit,2016
Kepler-1317 b,Hot,Superterran,metals-rich,non-habitable,1.56,Lyr,734,Transit,2016
Kepler-1598 b,Hot,Terran,no-atmosphere,non-habitable,0.95,Cyg,734,Transit,2016
Kepler-876 b,Hot,Terran,metals-rich,non-habitable,1.43,Lyr,735,Transit,2016
Kepler-1607 b,Hot,Terran,no-atmosphere,non-habitable,0.92,Cyg,735,Transit,2016
Kepler-521 b,Hot,Neptunian,metals-rich,non-habitable,3.18,Cyg,737,Transit,2016
Kepler-1097 b,Warm,Neptunian,metals-rich,non-habitable,3.26,Lyr,738,Transit,2016
Kepler-1232 b,Hot,Superterran,metals-rich,non-habitable,1.93,Cyg,740,Transit,2016
Kepler-1498 b,Hot,Terran,metals-rich,non-habitable,1.33,Lyr,740,Transit,2016
Kepler-854 b,Hot,Jovian,,non-habitable,16.71,Cyg,741,Transit,2016
Kepler-985 b,Hot,Neptunian,metals-rich,non-habitable,2.98,Cyg,741,Transit,2016
Kepler-1031 b,Hot,Terran,no-atmosphere,non-habitable,0.87,Cyg,741,Transit,2016
Kepler-594 b,Hot,Superterran,metals-rich,non-habitable,2.17,Cyg,742,Transit,2016
Kepler-1278 b,Hot,Terran,no-atmosphere,non-habitable,1.01,Lyr,743,Transit,2016
Kepler-498 b,Hot,Neptunian,metals-rich,non-habitable,3.02,Cyg,746,Transit,2016
HATS-23 b,Hot,Jovian,metals-rich,non-habitable,20.83,Tel,747,Primary Transit,2015
Kepler-500 b,Hot,Neptunian,no-atmosphere,non-habitable,2.58,Cyg,747,Transit,2016
Kepler-574 b,Hot,Superterran,metals-rich,non-habitable,2.39,Cyg,747,Transit,2016
Kepler-849 b,Hot,Jovian,hydrogen-rich,non-habitable,7.13,Cyg,747,Transit,2016
Kepler-751 b,Hot,Superterran,metals-rich,non-habitable,2.45,Cyg,748,Transit,2016
Kepler-522 b,Hot,Jovian,metals-rich,non-habitable,6.9,Lyr,749,Transit,2016
Kepler-957 b,Hot,Neptunian,metals-rich,non-habitable,5.5,Cyg,749,Transit,2016
Kepler-582 b,Hot,Neptunian,metals-rich,non-habitable,3.67,Cyg,751,Transit,2016
Kepler-1441 b,Hot,Terran,metals-rich,non-habitable,1.31,Cyg,751,Transit,2016
Kepler-797 b,Hot,Superterran,metals-rich,non-habitable,2.17,Cyg,752,Transit,2016
Kepler-1461 b,Hot,Superterran,metals-rich,non-habitable,2.03,Lyr,752,Transit,2016
Kepler-749 b,Hot,Neptunian,metals-rich,non-habitable,3.1,Cyg,753,Transit,2016
Kepler-1316 b,Hot,Neptunian,metals-rich,non-habitable,3.54,Cyg,753,Transit,2016
Kepler-701 b,Hot,Neptunian,metals-rich,non-habitable,2.83,Lyr,755,Transit,2016
Kepler-1593 b,Warm,Neptunian,metals-rich,non-habitable,3.17,Cyg,755,Transit,2016
Kepler-571 b,Hot,Neptunian,no-atmosphere,non-habitable,2.64,Dra,756,Transit,2016
Kepler-634 b,Hot,Superterran,metals-rich,non-habitable,1.89,Lyr,757,Transit,2016
Kepler-1214 b,Hot,Superterran,metals-rich,non-habitable,2.36,Dra,757,Transit,2016
Kepler-1300 b,Hot,Terran,metals-rich,non-habitable,1.37,Lyr,757,Transit,2016
Kepler-573 b,Hot,Neptunian,metals-rich,non-habitable,2.79,Cyg,758,Transit,2016
Kepler-906 b,Hot,Superterran,metals-rich,non-habitable,2.11,Lyr,758,Transit,2016
Kepler-1095 b,Hot,Terran,no-atmosphere,non-habitable,1.21,Cyg,758,Transit,2016
Kepler-1156 b,Hot,Terran,metals-rich,non-habitable,1.32,Cyg,759,Transit,2016
TYC+1422-614-1 b,Hot,Jovian,hydrogen-rich,non-habitable,11.45,Leo,759,Radial Velocity,2014
TYC+1422-614-1 c,Hot,Jovian,hydrogen-rich,non-habitable,11.56,Leo,759,Radial Velocity,2014
Kepler-1390 b,Hot,Terran,no-atmosphere,non-habitable,1.18,Cyg,760,Transit,2016
Kepler-770 b,Hot,Superterran,metals-rich,non-habitable,2.3,Lyr,761,Transit,2016
Kepler-770 c,Hot,Terran,no-atmosphere,non-habitable,1.2,Lyr,761,Transit,2016
Kepler-770 d,Hot,Terran,metals-rich,non-habitable,1.4,Lyr,761,Transit,2016
Kepler-794 b,Hot,Superterran,metals-rich,non-habitable,2.11,Lyr,763,Transit,2016
Kepler-1151 b,Hot,Superterran,metals-rich,non-habitable,2.22,Cyg,763,Transit,2016
Kepler-1108 b,Hot,Terran,metals-rich,non-habitable,1.46,Cyg,764,Transit,2016
Kepler-1244 b,Hot,Terran,no-atmosphere,non-habitable,1.34,Lyr,764,Transit,2016
CoRoT-29 b,Hot,Jovian,hydrogen-rich,non-habitable,10.08,Oph,765,Primary Transit,2012
Kepler-1205 b,Hot,Terran,no-atmosphere,non-habitable,1.41,Lyr,766,Transit,2016
NGC 2423 3 b,Hot,Jovian,hydrogen-rich,non-habitable,11.54,Pup,766,Radial Velocity,2007
Kepler-1362 b,Warm,Neptunian,metals-rich,non-habitable,2.6,Lyr,767,Transit,2016
Kepler-916 b,Hot,Superterran,metals-rich,non-habitable,1.76,Cyg,769,Transit,2016
Kepler-1293 b,Hot,Terran,no-atmosphere,non-habitable,0.97,Cyg,770,Transit,2016
Kepler-1397 b,Hot,Superterran,metals-rich,non-habitable,1.71,Cyg,770,Transit,2016
Kepler-926 b,Hot,Superterran,metals-rich,non-habitable,2.31,Lyr,771,Transit,2016
Kepler-1320 b,Hot,Superterran,metals-rich,non-habitable,1.7,Lyr,771,Transit,2016
Kepler-555 b,Hot,Neptunian,metals-rich,non-habitable,2.82,Lyr,772,Transit,2016
Kepler-879 b,Hot,Neptunian,metals-rich,non-habitable,2.56,Cyg,772,Transit,2016
Kepler-966 b,Hot,Neptunian,metals-rich,non-habitable,4.12,Cyg,773,Transit,2016
Kepler-1620 b,Hot,Superterran,metals-rich,non-habitable,1.61,Cyg,773,Transit,2016
BD+15 2375 b,Hot,Jovian,hydrogen-rich,non-habitable,10.37,Leo,774,Radial Velocity,2016
HATS-16 b,Hot,Jovian,hydrogen-rich,non-habitable,14.56,Scl,774,Primary Transit,2015
Kepler-548 b,Hot,Jovian,,non-habitable,11.98,Cyg,776,Transit,2016
Kepler-516 b,Hot,Neptunian,metals-rich,non-habitable,5.73,Cyg,777,Transit,2016
Kepler-1198 b,Hot,Terran,metals-rich,non-habitable,1.47,Cyg,777,Transit,2016
Kepler-725 b,Hot,Jovian,hydrogen-rich,non-habitable,10.62,Lyr,778,Transit,2016
Kepler-840 b,Hot,Jovian,,non-habitable,17.06,Cyg,778,Transit,2016
Kepler-443 b,Warm,Superterran,hydrogen-rich,mesoplanet,2.33,Cyg,779,transit,2015
Kepler-1226 b,Hot,Terran,metals-rich,non-habitable,1.44,Cyg,779,Transit,2016
HATS-19 b,Hot,Jovian,metals-rich,non-habitable,18.59,Ant,780,Primary Transit,2016
Kepler-760 b,Hot,Neptunian,metals-rich,non-habitable,3.06,Lyr,782,Transit,2016
Kepler-760 c,Hot,Terran,metals-rich,non-habitable,1.48,Lyr,782,Transit,2016
Kepler-655 b,Hot,Neptunian,metals-rich,non-habitable,2.71,Cyg,783,Transit,2016
Kepler-963 b,Hot,Neptunian,metals-rich,non-habitable,2.65,Cyg,786,Transit,2016
Kepler-1448 b,Hot,Superterran,metals-rich,non-habitable,1.61,Cyg,786,Transit,2016
Kepler-529 b,Hot,Superterran,metals-rich,non-habitable,1.86,Dra,787,Transit,2016
Kepler-529 c,Hot,Superterran,metals-rich,non-habitable,1.99,Dra,787,Transit,2016
Kepler-1539 b,Hot,Neptunian,metals-rich,non-habitable,2.7,Lyr,788,Transit,2016
Kepler-647 b,Hot,Terran,metals-rich,non-habitable,1.16,Lyr,789,Transit,2016
Kepler-735 b,Hot,Neptunian,metals-rich,non-habitable,2.95,Lyr,790,Transit,2016
Kepler-1549 b,Warm,Neptunian,metals-rich,non-habitable,2.56,Lyr,792,Transit,2016
Kepler-559 b,Hot,Neptunian,metals-rich,non-habitable,3.61,Cyg,793,Transit,2016
Kepler-591 b,Hot,Neptunian,metals-rich,non-habitable,3.38,Dra,793,Transit,2016
Kepler-1398 b,Hot,Terran,no-atmosphere,non-habitable,0.9,Cyg,793,Transit,2016
Kepler-1398 c,Hot,Terran,no-atmosphere,non-habitable,1.03,Cyg,793,Transit,2016
Kepler-793 b,Hot,Terran,metals-rich,non-habitable,1.37,Cyg,794,Transit,2016
Kepler-768 b,Hot,Superterran,metals-rich,non-habitable,1.79,Cyg,795,Transit,2016
Kepler-1030 b,Hot,Superterran,metals-rich,non-habitable,2.48,Cyg,795,Transit,2016
Kepler-1261 b,Hot,Superterran,metals-rich,non-habitable,2.26,Dra,795,Transit,2016
